_id,מפתח לפוליגון תכנית,מספר תוכנית,שם תוכנית,שלב תכנוני,יזם תכנון,סמל יישוב,יישוב,תאריך קיום תנאי סף,תאריך פרסום להפקדה ברשומות,תאריך פרסום לאישור ברשומות,קישור לאתר רשות מקרקעי ישראל,קישור לאתר מנהל תכנון,יחד פוטנציאל לשיווק
1,806201,תמל/1064,"תמל/1064- מתחם בן שמן, לוד",תנאי סף,דירה להשכיר,7000,לוד,19/12/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBX5YQ0rIyIsExG%2BCNQvc7x%2BBVA2AVMvcukvN6L8NgkZ9UM%2FDe%2FtA0PhsQC%2Fe0RWvUGlBc5KNGd2R9P4pS18AJXZUEBFM19A%2BCk%3D,4002
2,2857701,תמל/1070,טמרה-רובע דרומי,תנאי סף,משרד הבינוי והשיכון,8900,טמרה,12/09/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBWflidxG%2FNqEIudFsK0mo2K%2BmbISUojpjIfnD3gMtrA%2BlY3o1G9%2BnwKKPwv%2BUl8uWNBAEvaw%2BQZ81tOF4I14Wkx%2FdRa4cJk3jI%3D,5765
3,87804,תמל/1068,רמת השרון מערב - מתחם צפוני,תנאי סף,"רמ""י",2650,רמת השרון,13/12/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBXgNHZmHQTvGUioTOBKNShtHfOQrVyjJeHI1dpGOoy4L6bZy7rxf4Eo5QFGw%2B3XGlpE4ELqURoa1dPLutv1P5x2vHlmuF46e4s%3D,1510
4,2893502,תמל/1042,עכו מזרח,תוקף,משרד הבינוי והשיכון,7600,עכו,16/05/2017,-,09/01/2018,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=3050130,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBWlBJh4E0%2FAlZ0AbOtOQQFcH5p8W9Qtt1CUcJGRM6HnySGt0pUUVulOnyTb4maZg4909tGkujTjhJNgHxV5mPhvbkH68VBwmbU%3D,7994
5,93201,תמל/1063,דיר אל אסד. שכונה מערבית,הפקדה,"רמ""י",490,דיר אל-אסד,23/10/2017,-,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051772,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBWu%2BxxD%2Bjw8u86t5UNM85JE1vpO8VFYw0%2BtCrs6gyZL88pf7xgGbG6J%2BS%2B6AApmyoxXm5CCixsjO9U9Ho9M%2Fa%2BLFEL76wb060Y%3D,530
6,110501,תמל/1046,אור יהודה - שכונת פארק איילון,הפקדה,"רמ""י",2400,אור יהודה,16/07/2017,-,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5050070,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBXFXpMZKmMMfhObLZl0ef%2F2YwisnkFilGUc03%2BfEtV0Qe6h%2F4cKbQ959YtWIx9LuUVILPJ%2BJtse1254vZEoWALiytFfmgKditY%3D,2376
7,94001,תמל/1056,רובע גלבוע,הפקדה,"רמ""י",7700,עפולה,11/07/2017,-,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051654,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBVBIkXDZpsmVtjp9mFQjrUV%2FORMBYce9sKG4N7Xese3RlV4v5WDDmfA9KSn1u%2FYqpf9puop2No9U5Cvwb4Ax3tZ96PM9Dy2yd8%3D,8185
8,112901,תמל/1045,בני ברק צפון מגורים,הפקדה,"רמ""י",6100,בני ברק,03/07/2017,-,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5050119,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBU1Yl2b3OjgooRlhRo8i9DNsIlka2TJex%2FXyABRMCzjDJM3HNNCUkhY4bejXLfF83Q%2Bv%2F7pfnSX4DefcXotCNSyue7qQc8Yzcc%3D,2100
9,2813101,תמל/1057,מתחם צוריאל -מעלות תרשיחא,תוקף,משרד הבינוי והשיכון,1063,מעלות תרשיחא,08/02/2017,-,02/10/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051381,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBU4XVarmD8Cn8Vp6dSHbOcgAhxGr8D8RIXxKRIG3J7DQIlh5J42a6FNya6iN4duK8NxWzDvQeey33Co7SOKNQJHoFsbDb2AGJw%3D,2292
10,105401,תמל/1041,גני יהודה,הפקדה,"רמ""י",9400,יהוד,14/09/2017,-,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4050245,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBVNBXveqHHaR6M%2BIvLirDawv4%2B%2BVT7BLGpr26SaXvm%2BQmRr0T1EaoEZPDjBR0OMsmHheaHpMZriHGAxGGwGYt216lD0AkN8QtE%3D,4412
11,805901,תמל/1053,לוד - הרובע המערבי,הפקדה,דירה להשכיר,7000,לוד,23/01/2017,-,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4023854,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBXgf%2FYN79fBjc8sMzVokViN22HiHtcIqsHXFBx0rST94ziCJThVuiUUbDdf2zbYlyFAkIAarbWaxB3PZ0S5F6dKz%2FlxjQfhuq0%3D,11150
12,96201,תמל/1034,אופקים חדשים,הפקדה,"רמ""י",31,אופקים,30/01/2017,-,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009779,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBV2Py19CzPARIBpKD%2FRHDb7MJlHugxGua42%2Fpdg6%2FJTbv0jQXfBoG34dAdo%2Bu0J%2FNCV354mHFBlNER6Lvyr0dCUaa%2F0FxOCO9Y%3D,7400
13,65501,תמל/1017,"הרחבת בת חפר- תוספת יח""ד ותעסוקה ושינוי תכנון מרכז הישוב",תוקף,"רמ""י",1319,בת חפר,30/01/2017,-,15/11/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4050064,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBUQoUqGWthUhMykubiKuOawARKR1PUfTa%2BnXeNGZWR6u1cuQQsKGcVqiDPUyCc6RgOYP0WNNTz9%2BTRMFg7rOjDZR%2FtB7Iwu3Yc%3D,1002
14,2888401,תמל/1022,אשקלון - אגמים מזרח,תוקף,משרד הבינוי והשיכון,7100,אשקלון,25/05/2016,-,28/12/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1015151,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBUCYObidy8O8tIwJcM3SYQ4BmJINlm7%2BbjiNRY86SJTAGa3LevC7tvwJGW9glpp%2Fh0nvWT4yYR6vpg7kNXidWXdnUJBncGyKd8%3D,5180
15,2906501,תמל/1039,מתחם מגורים בין כביש444 וכביש 6,תוקף,משרד הבינוי והשיכון,2730,טיבה,15/05/2016,-,24/09/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4023657,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBXG1xODW%2Bk8tWwHgcSWFRJClUrDe8trARhtGHXLg9cfx9k0TA51oxvnpXMqQY73vTcD5Acu56t2ca%2B%2BWyY%2B37YLKKo0NyuY0fk%3D,27
16,34805,תמל/1004/ב,אפולוניה צפון,תוקף,"רמ""י",6400,הרצליה,09/10/2016,-,03/07/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5009528,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBXsHALOHGH5%2FoOobbodXouaFkdOhIGSk5gIj%2B8RceKC%2F58nXBfZ5%2FfihiWsSNqYjB%2Fb55FtN4p8BeoTML0Y6L6RgUyVelSo49I%3D,1019
17,2890101,תמל/1032,קצרין - רובע 12,תוקף,משרד הבינוי והשיכון,4100,קצרין,28/03/2016,-,07/12/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2014535,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBVMojhaG1KLiLxqLtVhrD4aoeFmu15o3cJgplVuO23DiIZv0jZbsvvrLUYSIj1J0xns6r8yJzN%2BwV5%2BkyWd3AjnG0qAT6tgTY8%3D,1252
18,104001,תמל/1025,צפון מערב קרית אתא,תנאי סף,"רמ""י",6800,קרית אתא,23/01/2018,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBUA4SPZZW95DWsKsOoWTnKc%2BpAfxRvJ2v3xsqWX4yFpAJRe3kPkAKpJFYQWDpObYUyoMHFNkdiyhcLaXcQo2Y%2FKPGMpkHRLSbs%3D,15689
19,94201,תמל/1020,"תמ""ל - ביר אל מכסור מתחם מגורים ואיזור תעסוקה מקומי",תוקף,"רמ""י",998,ביר אל מכסור,10/01/2016,-,08/11/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2014442,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBW0vqUXu%2BS1seKgjL7gJVZf%2Fl2670CW3%2F%2BufuzsyPbjuINnqyoSL%2Bw1eSj4QCjAqzlbl0948SQbCMhMEl3Ogr0aZacFdwK17ew%3D,713
20,81502,תמל/1023,דרום תל השומר מתחם 5,תוקף,"רמ""י",8600,רמת גן,14/03/2017,-,17/12/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5009627,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBXL0onRX8GmR7Kk0mNxzcWKzG99LoL26LEHL5VtyVgBUk97gS7dOY76xs9jpiY4hwemkZJl0j4sFITD%2F%2FihX77qo6e3Jtu0Az8%3D,3282
21,95401,תמל/1012,מורדות רמות,הפקדה,"רמ""י",3000,ירושלים,27/10/2015,-,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1014984,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBUF8lS2r09u6K6TiWA83iXuhi%2B4aMPtkvjxUzI7kX8NYsoD3FauaEK6Dj5gl9VJna8NA%2BP4iVVbvYL8lvX2xT6e%2FUYyK0efB7A%3D,1675
22,92101,תמל/1038,"גני אז""ר",הפקדה,"רמ""י",8600,רמת גן,27/04/2017,-,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5050069,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBVKLKWm9uu64pzy7Ie6EzKSnZcGa5jv85oNQHXF4cAdkbVfXxhKPeAHaKAplFsGZXm8n3ZLiCxBjB6v8vbheeIXu54dArsF43c%3D,2265
23,97503,תמל/1008,טורעאן - שכונת רכס טורעאן,תוקף,"רמ""י",498,טורעאן,05/07/2015,-,07/07/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2014147,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBW3PLNZQwsqt%2BG1yYuAZFCRkHAtVaKazll2GFlOvnY%2F4myG5YYd6qZrCiQiyhlOJe9aSDVzKxXzzWRmq5CNL%2BtDM833W4lDfFY%3D,69
24,804601,תמל/1003,גן יבנה מערב,תוקף,דירה להשכיר,166,גן יבנה,01/12/2014,-,07/07/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4023271,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=6vCdEltSxBX%2Fska3HNcgZUxV2ik52eIkJ%2BOuN6pTJL%2FybLN6sB32%2BqshpGcNttTNvyj5Kqoe%2BObxPl3i4u4EKIZqKDDn9ZdPWlB0ENyVmww%3D,108
25,2907501,651-0549311,מושב שדי אברהם- הרחבה של 40 נחלות,תנאי סף,משרד הבינוי והשיכון,1223,שדי אברהם,01/02/2018,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENooAfc4bGwPx0RdbmI8lAtzMMTxT4dPVTbPhaQOamkEnUwA6OBz9xgYKlKH7EgAkg2pRf5kZRUjRXeHamVATVe3sg7ql%2Bg3ZC4%3D,120
26,2895001,604-0517441,אשקלון דרום-מזרח,תנאי סף,משרד הבינוי והשיכון,7100,אשקלון,29/10/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENpByTNcMq1MXNM0b9%2BRmH1iFiogrt3%2FI53ym00eos9pWqqsFeT6MgOeMKcnF8YaQomcwXXtheK0y3UNC4xBFtCF52uIw%2FoKngI%3D,7694
27,2907801,651-0513481,מושב דקל - הוספת נחלות,תנאי סף,מושב/קבוץ,1241,דקל,30/01/2018,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENqnFKpnuJAs6zsWlF%2B3TgKgqMepslofiQATRpGZEgDzvdmTsRvi7KQw070UIfOo7KVb%2BZF%2FYsqRepeus%2B8u%2B6CkJgBybn1O%2B88%3D,120
28,724601,634-0501452,מרכז שירותים משולב למועצה האזורית לכיש,תנאי סף,רשות מקומית,9950,מ.א. לכיש,06/09/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENoRr6kd3hy1hmssnK%2BHBV54Jr%2B3H3lC0H6GVHfL4z5356X%2FgX0Ff8yR36wSYedTZuWy8araMPIMrPGuPpRkucvQUyFg6L%2F1V78%3D,100
29,808501,624-0492249,שינויים במרכז השירותים אבו תלול,תנאי סף,לא נרשם,1375,אבו תלול,06/11/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENqXzH0HseJ%2FTUfjjpNlwwlZdwnbmUPfv7%2BnpLy8KJMuJ1c9JXfgvVdfkEw1KrtTq6m5KtrcEJaqDRswP5qj5P7pdFqFjsJL9gQ%3D,206
30,95806,652-0471607,"תכנית מפורטת למגורים - מתחם 9, כסיפה",תנאי סף,"רמ""י",1059,כסייפה,26/11/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENq4AM8NxvKovKInzCV39fZKV%2BxnEN1H9KrmWfIpNeqV39dk6e1o5z9ySR4EGjEHEDlj5c06u4Nccfo0OpGKlwAnn41KCPbV8jM%3D,79
31,2890701,611-0469262,שדרות - פלח 10,תוקף,משרד הבינוי והשיכון,1031,שדרות,05/03/2017,28/08/2017,09/01/2018,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009682,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENrIQqfnJWhC1cSfUb7i%2FOic%2BEmzleAoPf3I7TolgWY6ADzhimg0iMIqk7NsQh6BJYKH4jVat0ACwp5QDvoPsuoabtOs8BvWyAI%3D,1624
32,110001,603-0463018,"אשדוד רובע ט""ו",תנאי סף,"רמ""י",70,אשדוד,02/07/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENpx%2Fgcs7fGh2PRLO5Bj9E4LFvEQ5dm5O5nr7c06snGkUuamYtrevT3YWobs%2B0bIMxv26OIInTDNUiTDendXy9Uf8gvyqqxzbdo%3D,748
33,110101,603-0461319,מתחם ויצמן,תנאי סף,"רמ""י",70,אשדוד,25/06/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENprOl99KCUO3WJ4MkR6xx%2FTz%2BojhRyDvoX5rD8FIfzgYibkfwr9nQ1UHmZYjy3mAuOUsjzbcAQx0DA8iVSZhDCci27p5asCb7g%3D,850
34,101502,606-0458471,קרית גת - שער העיר,תנאי סף,"רמ""י",2630,קרית גת,27/09/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENpXv68zTz5sj%2FJuhrIMPXGfJUHiyH1VGr6i6ZpL8CRM204ZyGbncK3R%2BaXxPsXVumKxWfYtIHoDN%2BeF8R9nU%2BbCCbkhXThsTMs%3D,558
35,107901,תמל/1062,קריית פארק לכיש - אשדוד,הפקדה,"רמ""י",70,אשדוד,04/05/2017,-,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1051105,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENrub9%2F2gzO309AoHSZktTUr8rCR1qNvMmoP7oAukUpXpGwPpVGHcyDOrrSP5gc2kSYZSJZ9qq8zFhdUbn%2FuU0EmKka3p2ZomGE%3D,3008
36,2603404,619-0457366,שכונת שרונים,הפקדה,"רמ""י",1271,להבים,-,24/10/2017,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6051307,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENoxluwf8JR8blwqfl1MQzlpbYZ650qerJlsvUIX8AMwExZWsp1DO3LVdhWAc5k2RyUnewDzhANMGs%2FO1ae8rGxUBJ%2BUoLI27iI%3D,816
37,2868901,602-0453795,צפון אילת. שיפולי ההר (פלח 1),תנאי סף,משרד הבינוי והשיכון,2600,אילת,03/07/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENqC%2Bg93pTYs9%2B2XupdxMDQ7ra0Fxsk0bPzIXR%2FN4fQi40ulA42aL06ln1EEwl47H1JtWbH43wpNIDI5XaF8C3anoa86QZUSlgM%3D,2850
38,808201,652-0452912,ערערה בנגב - שכונה 11,תנאי סף,לא נרשם,637,ערערה,05/06/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENqwd9pQBW5Am%2FjivJoU8zBhM7SbOuLjxBmX%2BuPQVs%2FYmshWC1Zi1ntQqm%2Fz049XjgdF1BS%2FqJByq%2BGtXLHYNccouYrX36LCMFg%3D,700
39,86101,615-0446211,כרמית הרחבה,הפקדה,"רמ""י",1268,מיתר,12/12/2016,21/02/2018,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009714,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENpN4gSFIq967TwRZ20jCUJlaqYG0y0FEWRCUXLk8qTI5KGnAYNlvliu1Qj7pLjWPNc%2FnZsXvfPrwD64Ed5E%2B7DCy6tko0N2rkQ%3D,1762
40,2896901,611-0441378,שדרות פלח 11,תנאי סף,משרד הבינוי והשיכון,1031,שדרות,02/10/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENoUhka5lARiIHQREk7rei2QL%2BpgxxeYlE0k4n98DyfzVZZSHW0adcNUDJn231fSt2zaKcHp4We1Rzl2L9ZLGiHL2XJxgFj1VYQ%3D,1324
41,116401,602-0431940,ברכות המלח צפון - מתחם 2,תנאי סף,"רמ""י",2600,אילת,07/02/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENr%2F3UiVocHnUW7%2B0G%2FLVh0M%2FLH%2F9bDI8b0XyUlYF8E%2FORfHeZr0dUVwheaGNBy8nRYCsnqwJsObCSXJCYfCase1z9Qylm%2FuCgw%3D,465
42,95601,651-0429902,הרחבת מבועים,תנאי סף,"רמ""י",9942,מ.א. מרחבים,05/11/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENqySnhUpiEL3PF%2FVgjF5PDE85iCjy5y4m7VYeY1hiniRs4X0I84gB9BnQNAtuvs6pGQfTb4MmRf04DLdt%2B%2BXvpszRg6nrRiDuM%3D,222
43,807801,624-0424226,אם בטין - שכונות המגורים הסדרה במקום,הפקדה,לא נרשם,1358,אום בטין,10/07/2017,09/01/2018,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6051241,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENo5cgFoRCaAoI7lLhWr5zIAv4OgRdeaKxoXcHk3mipjwnm0Ohz000A5cG93NznjEOvQtBoZCHjhX38eSN9ewQ4IxhTEbxTcIxc%3D,4500
44,2897101,602-0418269,"אילת, שכונה צפונית - פלחים 3, 5 (נחל רודד), 6 (אזור סייסמי)",תנאי סף,משרד הבינוי והשיכון,2600,אילת,27/11/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENojot8JKphiqVlbcHs8XM0x1bVsErT4%2BnioFc2kDS5ttvQq6XMEQ2T7RyIsG4uhm5120jiJ8Ox3wQsryzP3of%2BjfD%2Fmz3h7nU8%3D,3412
45,737801,652-0399329,ערערה בנגב - שכונה 10,תוקף,"רמ""י",1192,ערערה בנגב,20/12/2016,28/09/2017,14/01/2018,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009739,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENoEerbQFdNixaCNc1reeWTJ0kSD3ID0irXO6skFUuBfwdU6CAal8qC4kYQ%2BsvX290bsJSylw76n2nzxkrXUFvDWVyJ49NbHMFc%3D,1390
46,82405,652-0396192,"תכנית מפורטת למגורים, שכונה 49, כסיפה",תנאי סף,"רמ""י",1059,כסיפה,23/07/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENoiray01LYl6p%2Fn1ikWVs5NFnNJmeBgUyPJJt6OSuGj2pkD2ggArj1M%2Fzioz0ee3Wz%2BDJV3OzL0LA50xyQ%2B8OvS8fM2eFgUFRs%3D,233
47,95801,652-0391524,כסייפה - תוספת זכויות בניה,תוקף,"רמ""י",1059,כסיפה,20/07/2016,26/01/2017,03/07/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009385,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENoItAs9DemeKk2%2BPNYZFNG7B6QxEl6ngTUw2JU3WnW3hC5jT7Pc6joStBZ6CJmUgHCpJOWKQ%2Bl68BmLGraVWXG3nGe1ay3qbuI%3D,346
48,96103,652-0380139,לקיה-מתחם השוק,תנאי סף,"רמ""י",1060,לקיה,06/09/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENpfjWyRDwMwhajfiYlXcqdqmOJEHaZmlzEOWFsXjD0q5ofnbr%2Bq7pZBrqbu6oXShErsaiUkbobO%2FvR7DpTr7ZuMzG%2FQpKKXmhk%3D,59
49,96101,652-0380121,לקיה הרחבת שכונה 11 והסדרת הכניסה לישוב,תנאי סף,"רמ""י",1060,לקיה,06/09/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENpfjWyRDwMwhc6ilXxH9o1v22eMgfh81qwYn0rUM2gVUB%2B8DmNLBB3aGjtSph%2FMSaqTmLVLMVgNYYnYCUXdimymeiwgwP78u80%3D,451
50,717101,601-0375196,לב העיר אופקים,תנאי סף,רשות מקומית,31,אופקים,23/01/2018,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENrzZ3erJZ8lGiQIHq8C%2FAWpXmZ6gYj4MTWklqvcCZOmup%2BlY%2F771H4uIE8RqS2bm%2BwJhiV0jmLc89G%2BlYthc5YBhpFMaxRAn%2BM%3D,102
51,101901,613-0372409,מגשימים מזרח - מצפה רמון,תנאי סף,"רמ""י",99,מצפה רמון,23/01/2018,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENrEQMnGuX5n42UKsmTtOZN1FHv7Tc8fdKIFPDWGsQVa%2FRL3taUZazIT0Q3Z%2BY6iJ9a8GBh8vQ%2F%2FDgw1276k5JBaSlaib30GwkI%3D,340
52,75205,652-0366104,הרחבת שגב שלום-שכונות נחל  צאן- תכנית צפונית (שגב שלום מערב),הפקדה,"רמ""י",1286,שגב שלום,26/05/2016,28/09/2017,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009376,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENobPQJP%2FVdo1SqLXwpVl%2FrQdWdaVs5nWIYBvohzRymfg3Ec%2FyPM5SrHfwyCCEsoVCHxH6RlpycqV905sfjzUVAS%2FW1W9ykVQWI%3D,997
53,103801,607-0359828,דימונה  צפון מזרח - שלב ב',תוקף,"רמ""י",2200,דימונה,04/08/2016,28/09/2017,09/01/2018,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009737,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENrmqGSeEN7NQkyEprom6%2B0Pid4gBd4HvQOmccbqb7KUQ6mx0nFmGZDsbVoXqJQIuEbukacXsFrb0t0p1ghH8pHi0asuUACqFwQ%3D,2725
54,716301,620-0355305,הקהילה החינוכית- התישבותית ניצנה,תנאי סף,רשות מקומית,1195,נצנה (קהילת חינוך),30/08/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENrrzHFsAxdFfBzaIirbzzCzJQwpSthE%2BrIQ94hfSBvH02pxLVWujRl0tNF8w16%2BUNUaZx9wJxn7LIlHW16mfPfr8AcZNJ3z1F0%3D,100
55,104301,תמל/1047,אשקלון מתחם מ - 6,תוקף,"רמ""י",7100,אשקלון,13/12/2016,-,02/10/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1050994,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENq7XGmzBJniz4OItbcQ5eODMnuHwvxKnX6Q89HxtpthFj32sbx4JdvSclb7yEZLemKpDzAwuQ2l7nE9DpiCysfRN3%2FanPwe8rM%3D,3845
56,2603405,619-0351551,הסבת מגרשים משטח לבניני ציבור למגורים א' בלהבים,תנאי סף,"רמ""י",1271,להבים,05/01/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENoXiMGjMGH%2BbEHKh1DuKDiDQu76KXHoz8vMsAjOzWFvd3Ef0rk91%2FcfxvdT5ux5DKZWbw%2FcL30Kq8WNlV3QKadhBMMYmbujxkQ%3D,17
57,95501,603-0346031,"שכונת מגורים ,אצטדיון רובע א' באשדוד",תנאי סף,"רמ""י",70,אשדוד,27/11/2016,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENqqJm8ml1oppSFA3A7cdoX8KdExQb2iHfr1MlitQ%2FlXIEejLEHUkrZxdSAfmZtDOpwNHKTzoR6UPx4kDh%2F2mZy%2FjcOeH3MJxlc%3D,439
