_id,מפתח לפוליגון תכנית,מספר תוכנית,שם תוכנית,שלב תכנוני,יזם תכנון,סמל יישוב,יישוב,תאריך קיום תנאי סף,תאריך פרסום להפקדה ברשומות,תאריך פרסום לאישור ברשומות,קישור לאתר רשות מקרקעי ישראל,קישור לאתר מנהל תכנון,יחד פוטנציאל לשיווק
510,2202201,ג/10468,שכ' מזרחית,תוקף,"רמ""י",8900,טמרה,-,14/10/1999,09/07/2000,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003617,,404
511,2202301,ג/12439,אביבים - הרחבה,תוקף,לא נרשם,9902,מ.א. מרום גליל,-,21/03/2002,07/02/2007,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2006989,,48
512,2202401,ג/11852,אורטל-הרחבה,תוקף,לא נרשם,9971,מ.א. גולן,-,09/05/2001,04/02/2002,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004496,,12
513,2202701,ג/13278,אבטליון - הרחבה,תוקף,"רמ""י",9956,מ.א. משגב,-,06/11/2003,31/08/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004897,,24
514,2202801,ג/10582,אדמית-הרחבה,תוקף,לא נרשם,9904,מ.א. מטה אשר,-,15/06/1999,21/08/2000,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003814,,179
515,2202901,ג/15730,בוסתן הגליל-הרחבה,תוקף,לא נרשם,9904,מ.א. מטה אשר,-,08/06/2006,13/03/2007,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2007000,,1
516,2203001,ג/12689,אלקוש-הרחבה,תוקף,לא נרשם,9952,מ.א. מעלה יוסף,-,27/01/2004,13/03/2007,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2007052,,99
517,2203101,ג/10912,אור גנוז-הרחבה,תוקף,"רמ""י",9902,מ.א. מרום גליל,-,21/08/2000,03/02/2003,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004810,,101
518,2203201,ג/3815,מחנה,תוקף,"רמ""י",294,אילון,-,-,27/08/1981,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2001242,,31
519,2203501,ג/12291,איילון-הרחבה,תוקף,לא נרשם,9904,מ.א. מטה אשר,-,23/10/2001,04/02/2002,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004489,,78
520,2203601,ג/15286,אלון הגליל-הרחבה,תוקף,"רמ""י",9909,מ.א. יזרעאל,-,17/12/2008,04/11/2009,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2008486,,62
521,2204101,ג/16528,אמנון - הרחבה,תוקף,לא נרשם,9955,מ.א. מבואות חרמון,-,10/07/2008,04/11/2009,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2008499,,82
522,2204201,ג/17268,אלמגור-הרחבה,תוקף,לא נרשם,9906,מ.א. עמק הירדן,-,01/06/2010,01/12/2011,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2009508,,143
523,2204301,ג/10059,אליפלט - הרחבה,תוקף,לא נרשם,9955,מ.א. מבואות חרמון,-,26/04/1999,14/03/2000,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003503,,35
524,2204401,ג/8874,אליעד/אליה - הרחבה,תוקף,לא נרשם,9971,מ.א. גולן,-,28/05/1996,02/03/1997,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2001042,,54
525,2204501,ג/11594,אלוני אבא-הרחבה,תוקף,לא נרשם,9909,מ.א. יזרעאל,-,03/03/2005,03/11/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2005956,,6
526,2204801,ג/11166,אשרת-הרחבה,תוקף,"רמ""י",9904,מ.א. מטה אשר,-,17/07/2003,01/08/2004,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2050447,,15
527,2204901,ג/9604,אבירים-הרחבה,תוקף,"רמ""י",9952,מ.א. מעלה יוסף,-,05/02/2009,22/07/2009,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2008322,,12
528,2205001,ג/11808,אשדות יעקב איחוד-הרחבה,תוקף,לא נרשם,9906,מ.א. עמק הירדן,-,17/12/2000,17/01/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004481,,125
529,2205101,ג/12831,אשדות יעקב מאוחד-הרחבה,תוקף,לא נרשם,9906,מ.א. עמק הירדן,-,14/08/2003,08/11/2010,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2008961,,149
530,2205401,ג/10511,אבן מנחם-הרחבה,תוקף,לא נרשם,9952,מ.א. מעלה יוסף,-,15/07/1999,25/01/2000,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003327,,241
531,2206701,ג/13843,ברק-הרחבה,תוקף,"רמ""י",9908,מ.א. הגלבוע,09/03/2003,05/08/2010,30/04/2013,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2010367,,120
532,2207801,ג/16252,געתון-הרחבה,תוקף,לא נרשם,9904,מ.א. מטה אשר,-,24/09/2009,26/01/2011,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2009105,,105
533,2208101,ג/12073,גנוסר-הרחבה,תוקף,לא נרשם,9906,מ.א. עמק הירדן,-,14/11/2004,08/12/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2006042,,122
534,2208201,ג/11925,גשור-הרחבה,תוקף,לא נרשם,9971,מ.א. גולן,-,08/02/2001,01/11/2001,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004269,,99
535,2208401,ג/12737,גבעת יואב-הרחבה,תוקף,לא נרשם,9971,מ.א. גולן,-,27/08/2002,25/01/2006,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2006160,,29
536,2208501,ג/10516,גרנות הגליל-הרחבה,תוקף,"רמ""י",9952,מ.א. מעלה יוסף,-,29/07/1999,29/04/2002,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004589,,73
537,2208701,ג/12577,דגניה ב' -הרחבה,תוקף,לא נרשם,9906,מ.א. עמק הירדן,-,31/07/2003,17/03/2011,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2009190,,144
538,2208801,ג/11138,דברת-הרחבה,תוקף,לא נרשם,9909,מ.א. יזרעאל,-,01/03/2001,30/09/2001,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004208,,41
539,2208901,ג/12683,דלתון - הרחבה,תוקף,לא נרשם,9902,מ.א. מרום גליל,-,25/06/2006,04/09/2007,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2007270,,22
540,2209401,ג/17676,היוגב-הרחבה,תוקף,לא נרשם,9909,מ.א. יזרעאל,15/06/2008,21/07/2011,13/02/2014,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051359,,105
541,2209501,ג/12412,מגידו-הרחבה,תוקף,לא נרשם,9913,מ.א. מגידו,-,02/02/2004,31/08/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2005776,,65
542,2209601,ג/14873,הרדוף-הרחבה,תוקף,"רמ""י",9909,מ.א. יזרעאל,-,10/07/2008,29/06/2009,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2008264,,29
543,2209701,ג/13507,הזורעים-הרחבה,תוקף,לא נרשם,9903,מ.א. גליל תחתון,-,15/03/2005,17/08/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2005945,,46
544,2210001,ג/10851,זרעית-הרחבה,תוקף,לא נרשם,9952,מ.א. מעלה יוסף,-,07/01/2002,27/01/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051079,,90
545,2210101,ג/10863,חנתון-הרחבה,תוקף,לא נרשם,9909,מ.א. יזרעאל,-,09/08/2001,15/07/2002,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004816,,2
546,2210201,ג/15039,חזון-הרחבה,תוקף,לא נרשם,9902,מ.א. מרום גליל,-,24/10/2007,19/01/2009,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2008029,,27
547,2210501,ג/במ/109,חוסן-הרחבה,תוקף,לא נרשם,9952,מ.א. מעלה יוסף,-,14/01/1993,29/07/1993,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003486,,8
548,2211001,ג/14076,יסעור- הרחבה,תוקף,לא נרשם,9904,מ.א. מטה אשר,-,27/09/2005,12/12/2006,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2006866,,268
549,2211101,ג/12487,יובלים-הרחבה,תוקף,"רמ""י",9956,מ.א. משגב,-,23/01/2003,18/02/2004,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2005599,,211
550,2211401,ג/12442,יעד-הרחבה,תוקף,"רמ""י",9956,מ.א. משגב,-,16/06/2003,07/07/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004926,,15
551,2211501,ג/10338,יודפת-הרחבה,תוקף,"רמ""י",9956,מ.א. משגב,-,22/11/1999,23/10/2000,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003986,,3
552,2211601,ג/במ/108,ירדנה-בית יוסף - הרחבה,תוקף,לא נרשם,9907,מ.א. עמק המעיינות,-,19/11/1992,05/03/2009,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2007472,,151
553,2211701,ג/12423,יחיעם-הרחבה,תוקף,לא נרשם,9904,מ.א. מטה אשר,-,03/03/2005,14/06/2007,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2007135,,107
554,2211801,ג/11546,יונתן-הרחבה,תוקף,"רמ""י",9971,מ.א. גולן,-,09/07/2000,07/03/2002,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004581,,50
555,2211901,ג/10514,יערה-הרחבה,תוקף,לא נרשם,9952,מ.א. מעלה יוסף,-,06/04/2003,14/12/2004,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051076,,75
556,2212001,ג/10020,יערה- הרחבה,תוקף,לא נרשם,9952,מ.א. מעלה יוסף,-,28/02/2000,06/04/2003,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004722,,67
557,2212101,ג/7103,כלנית-הרחבה,תוקף,לא נרשם,9902,מ.א. מרום גליל,-,12/06/1994,27/08/2000,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003864,,142
558,2212301,ג/10885,כפר רופין-הרחבה,תוקף,לא נרשם,9907,מ.א. עמק המעיינות,-,23/09/1999,03/05/2001,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003993,,90
559,2212401,ג/12524,כפר קיש-הרחבה,תוקף,"רמ""י",9903,מ.א. גליל תחתון,-,23/10/2001,28/01/2002,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004456,,2
560,2212601,ג/10183,כפר שמאי- הרחבה,תוקף,לא נרשם,9902,מ.א. מרום גליל,-,10/12/2001,06/07/2004,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2050388,,43
561,2213001,ג/12087,כפר הנשיא-הרחבה,תוקף,"רמ""י",9901,מ.א. גליל עליון,-,20/12/2001,09/06/2002,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004626,,141
562,2213101,ג/11840,כפר ברוך-הרחבה,תוקף,לא נרשם,9909,מ.א. יזרעאל,-,09/06/2002,14/08/2003,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2050516,,10
563,2213301,ג/9702,כמון-הרחבה,תוקף,"רמ""י",9956,מ.א. משגב,-,17/04/2005,19/03/2006,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2006423,,2
564,2213701,ג/13291,כרם בן זמרה-הרחבה,תוקף,"רמ""י",9902,מ.א. מרום גליל,-,13/03/2003,17/01/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051125,,11
565,2213801,ג/15413,כברי - הרחבה,תוקף,לא נרשם,9904,מ.א. מטה אשר,-,05/02/2008,03/03/2009,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2008067,,5
566,2213901,ג/8184,כפר יחזקאל - הרחבה,תוקף,לא נרשם,9908,מ.א. הגלבוע,-,13/10/1996,21/06/2000,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003769,,6
567,2214001,ג/9489,כפר יובל - הרחבה,תוקף,לא נרשם,9955,מ.א. מבואות חרמון,-,23/11/1997,03/05/2001,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004097,,102
568,2214101,ג/13203,כפר סאלד-הרחבה,תוקף,לא נרשם,9901,מ.א. גליל עליון,-,24/07/2005,13/03/2007,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2006994,,150
569,2214201,ג/11924,כפר חרוב- הרחבה,תוקף,לא נרשם,9971,מ.א. גולן,-,15/05/2002,31/07/2003,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2050025,,154
570,2214301,ג/12933,כפר בלום-הרחבה,תוקף,לא נרשם,9901,מ.א. גליל עליון,-,29/02/2004,08/02/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2005689,,96
571,2214401,ג/10640,לפידות - הרחבה,תוקף,לא נרשם,9952,מ.א. מעלה יוסף,-,22/06/1999,22/11/1999,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003248,,147
572,2214501,ג/10926,לוחמי הגיטאות-הרחבה,תוקף,לא נרשם,9904,מ.א. מטה אשר,-,14/05/2000,25/06/2001,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2050433,,114
573,2214701,ג/8438,לימן-הרחבה,תוקף,"רמ""י",9904,מ.א. מטה אשר,-,23/02/1995,28/07/1996,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2002820,,2
574,2214901,ג/18384,מנוף-הרחבה,תוקף,"רמ""י",9956,מ.א. משגב,20/08/2009,16/12/2010,01/12/2011,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2009505,,103
575,2215001,ג/במ/298,מכמנים-הרחבה,תוקף,לא נרשם,9956,מ.א. משגב,-,26/10/1995,15/03/1996,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2002222,,30
576,2215101,ג/11712,מעלה צביה-הרחבה,תוקף,"רמ""י",9956,מ.א. משגב,-,27/08/2002,23/09/2004,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2050499,,257
577,2215201,ג/במ/153,מדרך עוז-הרחבה,תוקף,לא נרשם,9913,מ.א. מגידו,-,28/01/1993,11/11/1993,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2002231,,148
578,2215301,ג/8328,מגן שאול-הרחבה,תוקף,לא נרשם,9908,מ.א. הגלבוע,-,02/03/1995,07/09/1995,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2005159,,35
579,2215601,ג/9336,מורן-הרחבה,תוקף,"רמ""י",9956,מ.א. משגב,-,26/01/1999,01/02/2001,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2050023,,92
580,2216001,ג/12560,מרום גולן-הרחבה,תוקף,לא נרשם,9971,מ.א. גולן,-,10/12/2001,19/09/2002,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004537,,53
581,2216101,ג/13032,מבוא חמה-הרחבה,תוקף,לא נרשם,9971,מ.א. גולן,-,18/05/2005,24/04/2006,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2006408,,182
582,2216301,ג/12840,מצובה-הרחבה,תוקף,לא נרשם,9904,מ.א. מטה אשר,-,03/07/2003,24/07/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2005665,,117
583,2216501,ג/11859,מלכיה- הרחבה,תוקף,"רמ""י",9901,מ.א. גליל עליון,-,08/02/2001,20/12/2001,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004370,,43
584,2216601,ג/9824,מירב-הרחבה,תוקף,לא נרשם,9907,מ.א. עמק המעיינות,-,03/09/1998,30/12/2001,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004262,,57
585,2216701,ג/12851,מירון-הרחבה,תוקף,לא נרשם,9902,מ.א. מרום גליל,-,13/03/2003,08/02/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2005573,,1
586,2217201,ג/במ/162,מצפה נטופה -הרחבה,תוקף,לא נרשם,9903,מ.א. גליל תחתון,-,29/07/1993,20/01/1994,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2001763,,27
587,2217301,ג/12729,מעין ברוך-הרחבה,תוקף,לא נרשם,9901,מ.א. גליל עליון,-,02/02/2004,23/09/2004,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2050674,,105
588,2217601,ג/17434,מתת-הרחבה,תוקף,"רמ""י",9952,מ.א. מעלה יוסף,12/02/2008,07/10/2010,08/03/2015,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051369,,56
589,2217701,ג/במ/296,משמר הירדן-הרחבה,תוקף,לא נרשם,9901,מ.א. גליל עליון,-,26/07/1995,26/10/1995,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2002398,,17
590,2217801,ג/9825,מעלה גלבוע- הרחבה,תוקף,לא נרשם,9907,מ.א. עמק המעיינות,-,17/01/2002,21/08/2002,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004542,,69
591,2217901,ג/13237,מעגן-הרחבה,תוקף,לא נרשם,9906,מ.א. עמק הירדן,-,27/01/2004,22/12/2011,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2009644,,116
592,2218101,ג/15542,מרגליות-הרחבה,תוקף,לא נרשם,9955,מ.א. מבואות חרמון,-,09/04/2008,24/03/2010,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2008660,,127
593,2218501,ג/12335,נאות גולן - הרחבה,תוקף,לא נרשם,9971,מ.א. גולן,-,12/08/2004,16/02/2006,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2006259,,96
594,2218701,ג/10886,נוה איתן-הרחבה,תוקף,לא נרשם,296,נוה איתן,-,19/09/2000,14/02/2002,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2008865,,21
595,2219001,ג/19087,נוה אטיב-הרחבה,תוקף,רשות מקומית,9971,מ.א. גולן,-,30/04/2013,06/11/2014,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2011484,,3
596,2219101,ג/9024,"נוה אטי""ב-הרחבה",תוקף,לא נרשם,9971,מ.א. גולן,-,29/08/1996,11/09/2007,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2007269,,73
597,2219301,ג/12818,נאות מרדכי - הרחבה,תוקף,לא נרשם,9901,מ.א. גליל עליון,-,06/07/2004,29/03/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2005005,,172
598,2219501,ג/12648,סער-הרחבה,תוקף,לא נרשם,9904,מ.א. מטה אשר,-,16/06/2003,18/05/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004979,,136
599,2219601,ג/16529,הרחבה,תוקף,לא נרשם,578,סאסא,-,08/08/2007,28/02/2008,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2007540,,42
600,2219701,ג/16295,ספסופה-הרחבה,תוקף,לא נרשם,9902,מ.א. מרום גליל,-,05/06/2007,20/03/2008,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2007563,,13
601,2220001,ג/8717,עמקא-הרחבה,תוקף,לא נרשם,9904,מ.א. מטה אשר,-,23/11/1995,21/07/1996,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003661,,78
602,2220301,ג/10184,עלמה-הרחבה,תוקף,לא נרשם,9902,מ.א. מרום גליל,-,30/03/1999,23/10/2000,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003821,,104
603,2220401,ג/11080,עברון- רה תכנון,תוקף,"רמ""י",9904,מ.א. מטה אשר,-,31/12/2000,28/11/2001,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2050441,,8
604,2220701,ג/9955,עבדון-הרחבה,תוקף,לא נרשם,9952,מ.א. מעלה יוסף,-,05/11/2002,23/05/2004,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2050368,,5
605,2220801,ג/10535,עין יעקב-הרחבה,תוקף,לא נרשם,9952,מ.א. מעלה יוסף,-,29/07/1999,14/03/2000,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003407,,12
606,2221101,ג/במ/148,פוריה כפר עבודה - הרחבה,תוקף,משרד הבינוי והשיכון,9906,מ.א. עמק הירדן,-,21/01/1993,15/11/1993,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2001521,,268
607,2221401,ג/11787,פרוד-הרחבה,תוקף,לא נרשם,9902,מ.א. מרום גליל,-,27/08/2002,24/02/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051080,,76
608,2221501,ג/8934,פקיעין - הרחבה,תוקף,לא נרשם,9952,מ.א. מעלה יוסף,-,11/08/1996,16/02/1997,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2001923,,7
609,2221701,ג/9075,ציפורי-הרחבה,תוקף,לא נרשם,9909,מ.א. יזרעאל,-,29/08/1996,08/03/1998,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2002128,,2
610,2221801,ג/10298,צוריאל-הרחבה,תוקף,לא נרשם,9952,מ.א. מעלה יוסף,-,27/08/2000,16/08/2001,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2005088,,77
611,2222101,ג/11246,קלע אלון -הרחבה,תוקף,לא נרשם,9971,מ.א. גולן,-,09/02/2000,12/03/2001,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003900,,162
612,2222201,ג/12336,קשת-הרחבה,תוקף,לא נרשם,9971,מ.א. גולן,-,30/05/2002,18/03/2003,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004712,,100
613,2222401,ג/11708,רחוב- הרחבה,תוקף,לא נרשם,9907,מ.א. עמק המעיינות,-,12/03/2001,28/11/2001,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004296,,38
614,2222801,ג/14360,רויה-הרחבה,תוקף,לא נרשם,9907,מ.א. עמק המעיינות,-,28/09/2006,12/07/2007,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2007174,,60
615,2222901,ג/10417,רגבה-הרחבה,תוקף,לא נרשם,9904,מ.א. מטה אשר,-,28/04/1999,22/11/1999,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003220,,1
616,2223001,ג/במ/131,רקפת-הרחבה,תוקף,"רמ""י",9956,מ.א. משגב,-,28/05/1992,03/06/1993,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2000265,,24
617,2223201,ג/10300,ראש הנקרה-הרחבה,תוקף,לא נרשם,9904,מ.א. מטה אשר,-,19/05/1999,30/03/2000,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003532,,3
618,2223401,ג/12631,רמות נפתלי-הרחבה,תוקף,לא נרשם,9955,מ.א. מבואות חרמון,-,12/09/2002,26/06/2003,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2050650,,1
619,2223501,ג/במ/149,שכניה-הרחבה,תוקף,"רמ""י",9956,מ.א. משגב,-,13/05/1993,14/12/1995,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2002381,,5
620,2223701,ג/במ/211,שדה יעקב-הרחבה,תוקף,משרד הבינוי והשיכון,9909,מ.א. יזרעאל,-,30/10/1994,13/03/1996,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2002342,,5
621,2223801,גת/מק/4/4405,שדה אילן-הרחבה,תוקף,לא נרשם,9903,מ.א. גליל תחתון,-,14/10/2010,17/11/2011,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2009410,,36
622,2223901,ג/9193,שורשים-הרחבה,תוקף,"רמ""י",9956,מ.א. משגב,-,22/10/1998,30/03/2000,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003426,,54
623,2224201,ג/12407,שריד-הרחבה,תוקף,לא נרשם,9909,מ.א. יזרעאל,-,03/03/2005,02/08/2006,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2006641,,124
624,2224401,ג/12615,שמרת-הרחבה,תוקף,לא נרשם,9904,מ.א. מטה אשר,-,14/08/2003,05/04/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004874,,103
625,2224501,ג/9266,שדה נחום-הרחבה,תוקף,לא נרשם,9907,מ.א. עמק המעיינות,-,19/12/1996,07/05/1998,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2002166,,65
626,2224601,ג/13049,שעל- הרחבה,תוקף,לא נרשם,9971,מ.א. גולן,-,12/08/2004,09/08/2006,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2006581,,178
627,2224901,ג/13535,שמיר-הרחבה,תוקף,לא נרשם,9901,מ.א. גליל עליון,-,14/12/2004,08/06/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2005886,,91
628,2225001,ג/9889,שומרה-הרחבה,תוקף,לא נרשם,9952,מ.א. מעלה יוסף,-,05/09/2000,19/12/2002,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2050365,,141
629,2225101,ג/11097,שתולה-הרחבה,תוקף,לא נרשם,9952,מ.א. מעלה יוסף,-,14/02/2002,05/05/2003,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004710,,208
630,2225201,ג/13033,שדה נחמיה-הרחבה,תוקף,לא נרשם,9901,מ.א. גליל עליון,-,14/08/2003,02/06/2004,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2005673,,21
631,2225301,ג/13580,שדה אליעזר-הרחבה,תוקף,לא נרשם,9955,מ.א. מבואות חרמון,-,27/09/2005,28/08/2006,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2006705,,3
632,2225501,ג/14359,שדה תרומות -הרחבה,תוקף,לא נרשם,9907,מ.א. עמק המעיינות,-,25/06/2006,29/03/2007,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2007032,,5
633,2225701,ג/11094,שניר-הרחבה,תוקף,רשות מקומית,9901,מ.א. גליל עליון,-,29/08/1999,05/10/2000,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2003750,,30
634,2225801,ג/9735,תובל-הרחבה,תוקף,"רמ""י",9956,מ.א. משגב,-,01/03/1998,06/01/1999,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2002879,,32
635,2226101,ג/11790,תל קציר-הרחבה,תוקף,"רמ""י",9906,מ.א. עמק הירדן,-,08/02/2001,12/11/2001,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2005355,,79
636,2226301,ג/במ/261,שכונה צפונית,תוקף,"רמ""י",510,כפר מנדא,-,16/01/1996,20/01/1999,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2002748,,32
637,2226601,ג/13148,נטועה שלב ב' - הרחבה,תוקף,"רמ""י",9952,מ.א. מעלה יוסף,-,21/09/2003,05/04/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2005670,,17
