_id,טבלה,סמל_ישוב,שם_ישוב,שם_ישוב_לועזי,סמל_נפה,שם_נפה,סמל_לשכת_מנא,לשכה,סמל_מועצה_איזורית,שם_מועצה
938,טבלת ישובים    ,328,עזוז                     ,EZUZ                     ,62,באר שבע             ,62,באר שבע                  ,48,רמת נגב
939,טבלת ישובים    ,1149,עזר                      ,EZER                     ,61,אשקלון              ,61,אשקלון                   ,33,באר טוביה
940,טבלת ישובים    ,837,עזריאל                   ,AZRI'EL                  ,41,השרון               ,41,נתניה                    ,18,לב השרון
941,טבלת ישובים    ,711,עזריה                    ,AZARYA                   ,43,רמלה                ,43,רמלה                     ,30,גזר
942,טבלת ישובים    ,817,עזריקם                   ,AZRIQAM                  ,61,אשקלון              ,61,אשקלון                   ,33,באר טוביה
943,טבלת ישובים    ,969,עטאוונה )שבט(            ,ATAWNE                   ,62,באר שבע             ,62,באר שבע                  ,0,
944,טבלת ישובים    ,3658,עטרת                     ,ATERET                   ,74,ראמאללה             ,11,ירושלים                  ,73,מטה בנימין
945,טבלת ישובים    ,1175,עידן                     ,IDDAN                    ,62,באר שבע             ,62,באר שבע                  ,54,הערבה התיכונה
946,טבלת ישובים    ,530,עיילבון                  ,EILABUN                  ,22,כנרת                ,22,טבריה                    ,0,
947,טבלת ישובים    ,156,עיינות                   ,AYANOT                   ,44,רחובות              ,44,רחובות                   ,27,גן רווה
948,טבלת ישובים    ,511,עילוט                    ,ILUT                     ,25,נצרת                ,25,נצרת עילית               ,0,
949,טבלת ישובים    ,687,עין איילה                ,EN AYYALA                ,32,חדרה                ,32,חדרה                     ,15,חוף הכרמל
950,טבלת ישובים    ,546,עין אל-אסד               ,EIN AL-ASAD              ,24,עכו                 ,21,צפת                      ,2,מרום הגליל
951,טבלת ישובים    ,273,עין גב                   ,EN GEV                   ,22,כנרת                ,22,טבריה                    ,6,עמק הירדן
952,טבלת ישובים    ,2042,עין גדי                  ,EN GEDI                  ,62,באר שבע             ,62,באר שבע                  ,51,תמר
953,טבלת ישובים    ,436,עין דור                  ,EN DOR                   ,23,עפולה               ,23,עפולה                    ,9,עמק יזרעאל
954,טבלת ישובים    ,1240,עין הבשור                ,EN HABESOR               ,62,באר שבע             ,62,באר שבע                  ,38,אשכול
955,טבלת ישובים    ,74,עין הוד                  ,EN HOD                   ,32,חדרה                ,32,חדרה                     ,15,חוף הכרמל
956,טבלת ישובים    ,167,עין החורש                ,EN HAHORESH              ,41,השרון               ,41,נתניה                    ,16,עמק חפר
957,טבלת ישובים    ,289,עין המפרץ                ,EN HAMIFRAZ              ,24,עכו                 ,24,עכו                      ,4,מטה אשר
958,טבלת ישובים    ,383,"עין הנצי""ב               ",EN HANAZIV               ,23,עפולה               ,23,עפולה                    ,7,עמק המעיינות
959,טבלת ישובים    ,367,עין העמק                 ,EN HAEMEQ                ,23,עפולה               ,23,עפולה                    ,13,מגידו
960,טבלת ישובים    ,270,עין השופט                ,EN HASHOFET              ,23,עפולה               ,23,עפולה                    ,13,מגידו
961,טבלת ישובים    ,676,עין השלושה               ,EN HASHELOSHA            ,62,באר שבע             ,62,באר שבע                  ,38,אשכול
962,טבלת ישובים    ,157,עין ורד                  ,EN WERED                 ,41,השרון               ,41,נתניה                    ,18,לב השרון
963,טבלת ישובים    ,4503,עין זיוון                ,EN ZIWAN                 ,29,גולן                ,21,צפת                      ,71,גולן
964,טבלת ישובים    ,1320,עין חוד                  ,EIN HOD                  ,32,חדרה                ,32,חדרה                     ,15,חוף הכרמל
965,טבלת ישובים    ,1053,עין חצבה                 ,EN HAZEVA                ,62,באר שבע             ,63,אילת                     ,51,תמר
966,טבלת ישובים    ,89,עין חרוד )איחוד(         ,EN HAROD (IHUD)          ,23,עפולה               ,23,עפולה                    ,8,הגלבוע
967,טבלת ישובים    ,82,עין חרוד )מאוחד(         ,EN HAROD(ME'UHAD)        ,23,עפולה               ,23,עפולה                    ,8,הגלבוע
968,טבלת ישובים    ,806,עין יהב                  ,EN YAHAV                 ,62,באר שבע             ,63,אילת                     ,54,הערבה התיכונה
969,טבלת ישובים    ,813,עין יעקב                 ,EN YA'AQOV               ,24,עכו                 ,24,עכו                      ,52,מעלה יוסף
970,טבלת ישובים    ,1056,"עין כרם-בי""ס חקלאי       ",EN KAREM-B.S.HAQLA'I     ,11,ירושלים             ,11,ירושלים                  ,26,מטה יהודה
971,טבלת ישובים    ,426,עין כרמל                 ,EN KARMEL                ,32,חדרה                ,32,חדרה                     ,15,חוף הכרמל
972,טבלת ישובים    ,532,עין מאהל                 ,EIN MAHEL                ,25,נצרת                ,25,נצרת עילית               ,0,
973,טבלת ישובים    ,521,עין נקובא                ,EIN NAQQUBA              ,11,ירושלים             ,11,ירושלים                  ,26,מטה יהודה
974,טבלת ישובים    ,223,עין עירון                ,EN IRON                  ,32,חדרה                ,32,חדרה                     ,14,מנשה
975,טבלת ישובים    ,622,עין צורים                ,EN ZURIM                 ,61,אשקלון              ,61,אשקלון                   ,34,שפיר
976,טבלת ישובים    ,4502,עין קנייא                ,EIN QINIYYE              ,29,גולן                ,21,צפת                      ,0,
977,טבלת ישובים    ,514,עין ראפה                 ,EIN RAFA                 ,11,ירושלים             ,11,ירושלים                  ,26,מטה יהודה
978,טבלת ישובים    ,139,עין שמר                  ,EN SHEMER                ,32,חדרה                ,32,חדרה                     ,14,מנשה
979,טבלת ישובים    ,880,עין שריד                 ,EN SARID                 ,41,השרון               ,41,נתניה                    ,18,לב השרון
980,טבלת ישובים    ,1251,עין תמר                  ,EN TAMAR                 ,62,באר שבע             ,62,באר שבע                  ,51,תמר
981,טבלת ישובים    ,871,עינת                     ,ENAT                     ,42,פתח תקווה           ,349,ראש העין                 ,20,דרום השרון
982,טבלת ישובים    ,1187,עיר אובות                ,IR OVOT                  ,62,באר שבע             ,62,באר שבע                  ,54,הערבה התיכונה
983,טבלת ישובים    ,7600,עכו                      ,AKKO                     ,24,עכו                 ,24,עכו                      ,0,
984,טבלת ישובים    ,1146,עלומים                   ,ALUMIM                   ,62,באר שבע             ,62,באר שבע                  ,39,שדות נגב
985,טבלת ישובים    ,3765,עלי                      ,ELI                      ,72,שכם                 ,48,אריאל                    ,73,מטה בנימין
986,טבלת ישובים    ,3727,עלי זהב                  ,ALE ZAHAV                ,73,טול כרם             ,48,אריאל                    ,72,שומרון
987,טבלת ישובים    ,688,עלמה                     ,ALMA                     ,21,צפת                 ,21,צפת                      ,2,מרום הגליל
988,טבלת ישובים    ,3715,עלמון                    ,ALMON                    ,74,ראמאללה             ,11,ירושלים                  ,73,מטה בנימין
989,טבלת ישובים    ,1212,עמוקה                    ,AMUQQA                   ,21,צפת                 ,21,צפת                      ,2,מרום הגליל
990,טבלת ישובים    ,3824,עמיחי                    ,AMMIHAY                  ,74,ראמאללה             ,11,ירושלים                  ,73,מטה בנימין
991,טבלת ישובים    ,779,עמינדב                   ,AMMINADAV                ,11,ירושלים             ,11,ירושלים                  ,26,מטה יהודה
992,טבלת ישובים    ,385,עמיעד                    ,AMMI'AD                  ,21,צפת                 ,21,צפת                      ,1,הגליל העליון
993,טבלת ישובים    ,318,עמיעוז                   ,AMMI'OZ                  ,62,באר שבע             ,62,באר שבע                  ,38,אשכול
994,טבלת ישובים    ,773,עמיקם                    ,AMMIQAM                  ,32,חדרה                ,32,חדרה                     ,45,אלונה
995,טבלת ישובים    ,319,עמיר                     ,AMIR                     ,21,צפת                 ,21,צפת                      ,1,הגליל העליון
996,טבלת ישובים    ,3660,עמנואל                   ,IMMANU'EL                ,73,טול כרם             ,349,ראש העין                 ,0,
997,טבלת ישובים    ,708,עמקה                     ,AMQA                     ,24,עכו                 ,24,עכו                      ,4,מטה אשר
998,טבלת ישובים    ,3712,ענב                      ,ENAV                     ,73,טול כרם             ,41,נתניה                    ,72,שומרון
999,טבלת ישובים    ,534,עספיא                    ,ISIFYA                   ,31,חיפה                ,31,חיפה                     ,0,
1000,טבלת ישובים    ,7700,עפולה                    ,AFULA                    ,23,עפולה               ,23,עפולה                    ,0,
1001,טבלת ישובים    ,3778,עץ אפרים                 ,EZ EFRAYIM               ,73,טול כרם             ,42,פתח תקוה                 ,72,שומרון
1002,טבלת ישובים    ,917,עצמון שגב                ,ATSMON-SEGEV             ,24,עכו                 ,20,כרמיאל                   ,56,משגב
1003,טבלת ישובים    ,531,עראבה                    ,ARRABE                   ,24,עכו                 ,24,עכו                      ,0,
1004,טבלת ישובים    ,1246,עראמשה                   ,ARAMSHA                  ,24,עכו                 ,24,עכו                      ,4,מטה אשר
1005,טבלת ישובים    ,1335,ערב אל נעים              ,ARRAB AL NAIM            ,24,עכו                 ,20,כרמיאל                   ,56,משגב
1006,טבלת ישובים    ,2560,ערד                      ,ARAD                     ,62,באר שבע             ,62,באר שבע                  ,0,
1007,טבלת ישובים    ,593,ערוגות                   ,ARUGOT                   ,61,אשקלון              ,61,אשקלון                   ,33,באר טוביה
1008,טבלת ישובים    ,637,ערערה                    ,AR'ARA                   ,32,חדרה                ,32,חדרה                     ,0,
1009,טבלת ישובים    ,1192,ערערה-בנגב               ,AR'ARA-BANEGEV           ,62,באר שבע             ,62,באר שבע                  ,0,
1010,טבלת ישובים    ,591,עשרת                     ,ASERET                   ,44,רחובות              ,44,רחובות                   ,32,גדרות
1011,טבלת ישובים    ,53,עתלית                    ,ATLIT                    ,32,חדרה                ,32,חדרה                     ,15,חוף הכרמל
1012,טבלת ישובים    ,3748,עתניאל                   ,OTNI'EL                  ,77,חברון               ,11,ירושלים                  ,78,הר חברון
1013,טבלת ישובים    ,1151,פארן                     ,PARAN                    ,62,באר שבע             ,63,אילת                     ,54,הערבה התיכונה
1014,טבלת ישובים    ,3768,פדואל                    ,PEDU'EL                  ,73,טול כרם             ,48,אריאל                    ,72,שומרון
1015,טבלת ישובים    ,750,פדויים                   ,PEDUYIM                  ,62,באר שבע             ,62,באר שבע                  ,42,מרחבים
1016,טבלת ישובים    ,838,פדיה                     ,PEDAYA                   ,43,רמלה                ,43,רמלה                     ,30,גזר
1017,טבלת ישובים    ,1104,פוריה - כפר עבודה        ,PORIYYA-KEFAR AVODA      ,22,כנרת                ,22,טבריה                    ,6,עמק הירדן
1018,טבלת ישובים    ,1105,פוריה - נווה עובד        ,PORIYYA-NEWE OVED        ,22,כנרת                ,22,טבריה                    ,6,עמק הירדן
1019,טבלת ישובים    ,1313,פוריה עילית              ,PORIYYA ILLIT            ,22,כנרת                ,22,טבריה                    ,6,עמק הירדן
1020,טבלת ישובים    ,537,פוריידיס                 ,FUREIDIS                 ,32,חדרה                ,32,חדרה                     ,0,
1021,טבלת ישובים    ,767,פורת                     ,PORAT                    ,41,השרון               ,41,נתניה                    ,18,לב השרון
1022,טבלת ישובים    ,749,פטיש                     ,PATTISH                  ,62,באר שבע             ,62,באר שבע                  ,42,מרחבים
1023,טבלת ישובים    ,1185,פלך                      ,PELEKH                   ,24,עכו                 ,20,כרמיאל                   ,56,משגב
1024,טבלת ישובים    ,597,פלמחים                   ,PALMAHIM                 ,44,רחובות              ,44,רחובות                   ,27,גן רווה
1025,טבלת ישובים    ,3723,פני חבר                  ,PENE HEVER               ,77,חברון               ,11,ירושלים                  ,78,הר חברון
1026,טבלת ישובים    ,3659,פסגות                    ,PESAGOT                  ,74,ראמאללה             ,11,ירושלים                  ,73,מטה בנימין
1027,טבלת ישובים    ,535,פסוטה                    ,FASSUTA                  ,24,עכו                 ,24,עכו                      ,0,
1028,טבלת ישובים    ,2059,"פעמי תש""ז                ",PA'AME TASHAZ            ,62,באר שבע             ,62,באר שבע                  ,42,מרחבים
1029,טבלת ישובים    ,3615,פצאל                     ,PEZA'EL                  ,75,ירדן )יריחו(        ,23,עפולה                    ,75,ערבות הירדן
1030,טבלת ישובים    ,536,פקיעין )בוקייעה(         ,PEQI'IN (BUQEI'A)        ,24,עכו                 ,24,עכו                      ,0,
1031,טבלת ישובים    ,281,פקיעין חדשה              ,PEQI'IN HADASHA          ,24,עכו                 ,24,עכו                      ,52,מעלה יוסף
1032,טבלת ישובים    ,7800,פרדס חנה-כרכור           ,PARDES HANNA-KARKUR      ,32,חדרה                ,32,חדרה                     ,0,
1033,טבלת ישובים    ,171,פרדסיה                   ,PARDESIYYA               ,41,השרון               ,41,נתניה                    ,0,
1034,טבלת ישובים    ,599,פרוד                     ,PAROD                    ,21,צפת                 ,21,צפת                      ,2,מרום הגליל
1035,טבלת ישובים    ,2053,פרזון                    ,PERAZON                  ,23,עפולה               ,23,עפולה                    ,8,הגלבוע
1036,טבלת ישובים    ,1231,פרי גן                   ,PERI GAN                 ,62,באר שבע             ,62,באר שבע                  ,38,אשכול
1037,טבלת ישובים    ,7900,פתח תקווה                ,PETAH TIQWA              ,42,פתח תקווה           ,42,פתח תקוה                 ,0,
1038,טבלת ישובים    ,839,פתחיה                    ,PETAHYA                  ,43,רמלה                ,43,רמלה                     ,30,גזר
1039,טבלת ישובים    ,413,צאלים                    ,ZE'ELIM                  ,62,באר שבע             ,62,באר שבע                  ,38,אשכול
1040,טבלת ישובים    ,1180,צביה                     ,ZVIYYA                   ,24,עכו                 ,20,כרמיאל                   ,56,משגב
1041,טבלת ישובים    ,1213,צבעון                    ,ZIV'ON                   ,21,צפת                 ,21,צפת                      ,1,הגליל העליון
1042,טבלת ישובים    ,465,צובה                     ,ZOVA                     ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
1043,טבלת ישובים    ,1136,צוחר                     ,ZOHAR                    ,62,באר שבע             ,62,באר שבע                  ,38,אשכול
1044,טבלת ישובים    ,1111,צופיה                    ,ZOFIYYA                  ,44,רחובות              ,44,רחובות                   ,29,חבל יבנה
1045,טבלת ישובים    ,3791,צופים                    ,ZUFIN                    ,73,טול כרם             ,42,פתח תקוה                 ,72,שומרון
1046,טבלת ישובים    ,198,צופית                    ,ZOFIT                    ,42,פתח תקווה           ,47,כפר סבא                  ,20,דרום השרון
1047,טבלת ישובים    ,1150,צופר                     ,ZOFAR                    ,62,באר שבע             ,63,אילת                     ,54,הערבה התיכונה
1048,טבלת ישובים    ,1102,צוקי ים                  ,SHOSHANNAT HAAMAQIM(     ,41,השרון               ,41,נתניה                    ,16,עמק חפר
1049,טבלת ישובים    ,1262,צוקים                    ,MAHANE BILDAD            ,62,באר שבע             ,62,באר שבע                  ,54,הערבה התיכונה
1050,טבלת ישובים    ,1113,צור הדסה                 ,ZUR HADASSA              ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
1051,טבלת ישובים    ,1345,צור יצחק                 ,ZUR YIZHAQ               ,42,פתח תקווה           ,47,כפר סבא                  ,20,דרום השרון
1052,טבלת ישובים    ,276,צור משה                  ,ZUR MOSHE                ,41,השרון               ,41,נתניה                    ,18,לב השרון
1053,טבלת ישובים    ,1148,צור נתן                  ,ZUR NATAN                ,42,פתח תקווה           ,47,כפר סבא                  ,20,דרום השרון
1054,טבלת ישובים    ,774,צוריאל                   ,ZURI'EL                  ,24,עכו                 ,24,עכו                      ,52,מעלה יוסף
1055,טבלת ישובים    ,1221,צורית                    ,ZURIT                    ,24,עכו                 ,20,כרמיאל                   ,56,משגב
1056,טבלת ישובים    ,613,ציפורי                   ,ZIPPORI                  ,23,עפולה               ,23,עפולה                    ,9,עמק יזרעאל
1057,טבלת ישובים    ,796,צלפון                    ,ZELAFON                  ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
1058,טבלת ישובים    ,636,צנדלה                    ,SANDALA                  ,23,עפולה               ,23,עפולה                    ,8,הגלבוע
1059,טבלת ישובים    ,594,צפריה                    ,ZAFRIYYA                 ,43,רמלה                ,43,רמלה                     ,40,שדות דן
1060,טבלת ישובים    ,1079,צפרירים                  ,ZAFRIRIM                 ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
1061,טבלת ישובים    ,8000,צפת                      ,ZEFAT                    ,21,צפת                 ,21,צפת                      ,0,
1062,טבלת ישובים    ,612,צרופה                    ,ZERUFA                   ,32,חדרה                ,32,חדרה                     ,15,חוף הכרמל
1063,טבלת ישובים    ,567,צרעה                     ,ZOR'A                    ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
1064,טבלת ישובים    ,1234,קבועה )שבט(              ,QABBO'A                  ,62,באר שבע             ,62,באר שבע                  ,0,
1065,טבלת ישובים    ,334,קבוצת יבנה               ,QEVUZAT YAVNE            ,44,רחובות              ,44,רחובות                   ,29,חבל יבנה
1066,טבלת ישובים    ,3557,קדומים                   ,QEDUMIM                  ,73,טול כרם             ,47,כפר סבא                  ,0,
1067,טבלת ישובים    ,195,קדימה-צורן               ,QADIMA-ZORAN             ,41,השרון               ,41,נתניה                    ,0,
1068,טבלת ישובים    ,392,קדמה                     ,QEDMA                    ,61,אשקלון              ,61,אשקלון                   ,35,יואב
1069,טבלת ישובים    ,4025,קדמת צבי                 ,QIDMAT ZEVI              ,29,גולן                ,22,טבריה                    ,71,גולן
1070,טבלת ישובים    ,3781,קדר                      ,QEDAR                    ,76,בית לחם             ,11,ירושלים                  ,76,גוש עציון
1071,טבלת ישובים    ,615,קדרון                    ,QIDRON                   ,44,רחובות              ,44,רחובות                   ,28,ברנר
1072,טבלת ישובים    ,1211,קדרים                    ,QADDARIM                 ,22,כנרת                ,22,טבריה                    ,1,הגליל העליון
1073,טבלת ישובים    ,964,קודייראת א-צאנע)שבט(     ,QUDEIRAT AS-SANI         ,62,באר שבע             ,62,באר שבע                  ,0,
1074,טבלת ישובים    ,972,קוואעין )שבט(            ,QAWA'IN                  ,62,באר שבע             ,62,באר שבע                  ,0,
1075,טבלת ישובים    ,766,קוממיות                  ,QOMEMIYYUT               ,61,אשקלון              ,61,אשקלון                   ,34,שפיר
1076,טבלת ישובים    ,1179,קורנית                   ,QORANIT                  ,24,עכו                 ,20,כרמיאל                   ,56,משגב
1077,טבלת ישובים    ,1052,קטורה                    ,QETURA                   ,62,באר שבע             ,63,אילת                     ,53,חבל אילות
1078,טבלת ישובים    ,1167,קיסריה                   ,QESARIYYA                ,32,חדרה                ,32,חדרה                     ,15,חוף הכרמל
1079,טבלת ישובים    ,414,קלחים                    ,QELAHIM                  ,62,באר שבע             ,62,באר שבע                  ,42,מרחבים
1080,טבלת ישובים    ,3601,קליה                     ,QALYA                    ,75,ירדן )יריחו(        ,11,ירושלים                  ,74,מגילות ים המלח
1081,טבלת ישובים    ,638,קלנסווה                  ,QALANSAWE                ,41,השרון               ,41,נתניה                    ,0,
1082,טבלת ישובים    ,4024,קלע                      ,QELA                     ,29,גולן                ,22,טבריה                    ,71,גולן
1083,טבלת ישובים    ,1243,קציר                     ,QAZIR                    ,32,חדרה                ,32,חדרה                     ,14,מנשה
1084,טבלת ישובים    ,1347,קצר א-סר                 ,                         ,62,באר שבע             ,62,באר שבע                  ,68,נווה מדבר
1085,טבלת ישובים    ,4100,קצרין                    ,QAZRIN                   ,29,גולן                ,22,טבריה                    ,0,
1086,טבלת ישובים    ,2620,קרית אונו                ,QIRYAT ONO               ,52,רמת גן              ,52,רמת גן                   ,0,
1087,טבלת ישובים    ,3611,קרית ארבע                ,QIRYAT ARBA              ,77,חברון               ,11,ירושלים                  ,0,
1088,טבלת ישובים    ,6800,קרית אתא                 ,QIRYAT ATTA              ,31,חיפה                ,31,חיפה                     ,0,
1089,טבלת ישובים    ,9500,קרית ביאליק              ,QIRYAT BIALIK            ,31,חיפה                ,31,חיפה                     ,0,
1090,טבלת ישובים    ,2630,קרית גת                  ,QIRYAT GAT               ,61,אשקלון              ,61,אשקלון                   ,0,
1091,טבלת ישובים    ,2300,קרית טבעון               ,QIRYAT TIV'ON            ,31,חיפה                ,31,חיפה                     ,0,
1092,טבלת ישובים    ,9600,קרית ים                  ,QIRYAT YAM               ,31,חיפה                ,31,חיפה                     ,0,
1093,טבלת ישובים    ,1137,קרית יערים               ,QIRYAT YE'ARIM           ,11,ירושלים             ,13,בית שמש                  ,0,
1094,טבלת ישובים    ,2039,קרית יערים)מוסד(         ,QIRYAT YE'ARIM(INSTI     ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
1095,טבלת ישובים    ,8200,קרית מוצקין              ,QIRYAT MOTZKIN           ,31,חיפה                ,31,חיפה                     ,0,
1096,טבלת ישובים    ,1034,קרית מלאכי               ,QIRYAT MAL'AKHI          ,61,אשקלון              ,61,אשקלון                   ,0,
1097,טבלת ישובים    ,3746,קרית נטפים               ,QIRYAT NETAFIM           ,73,טול כרם             ,48,אריאל                    ,72,שומרון
1098,טבלת ישובים    ,78,קרית ענבים               ,QIRYAT ANAVIM            ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
1099,טבלת ישובים    ,469,קרית עקרון               ,QIRYAT EQRON             ,44,רחובות              ,44,רחובות                   ,0,
1100,טבלת ישובים    ,412,קרית שלמה                ,QIRYAT SHELOMO           ,41,השרון               ,41,נתניה                    ,19,חוף השרון
1101,טבלת ישובים    ,2800,קרית שמונה               ,QIRYAT SHEMONA           ,21,צפת                 ,21,צפת                      ,0,
1102,טבלת ישובים    ,3640,קרני שומרון              ,QARNE SHOMERON           ,73,טול כרם             ,48,אריאל                    ,0,
1103,טבלת ישובים    ,4006,קשת                      ,QESHET                   ,29,גולן                ,22,טבריה                    ,71,גולן
1104,טבלת ישובים    ,543,ראמה                     ,RAME                     ,24,עכו                 ,20,כרמיאל                   ,0,
1105,טבלת ישובים    ,1334,ראס אל-עין               ,RAS AL-EIN               ,24,עכו                 ,20,כרמיאל                   ,56,משגב
1106,טבלת ישובים    ,990,ראס עלי                  ,RAS ALI                  ,31,חיפה                ,31,חיפה                     ,12,זבולון
1107,טבלת ישובים    ,2640,ראש העין                 ,ROSH HAAYIN              ,42,פתח תקווה           ,349,ראש העין                 ,0,
1108,טבלת ישובים    ,26,ראש פינה                 ,ROSH PINNA               ,21,צפת                 ,21,צפת                      ,0,
1109,טבלת ישובים    ,3602,ראש צורים                ,ROSH ZURIM               ,76,בית לחם             ,11,ירושלים                  ,76,גוש עציון
1110,טבלת ישובים    ,8300,ראשון לציון              ,RISHON LEZIYYON          ,44,רחובות              ,46,ראשון לציון              ,0,
1111,טבלת ישובים    ,3795,רבבה                     ,REVAVA                   ,72,שכם                 ,48,אריאל                    ,72,שומרון
1112,טבלת ישובים    ,564,רבדים                    ,REVADIM                  ,61,אשקלון              ,61,אשקלון                   ,35,יואב
1113,טבלת ישובים    ,354,רביבים                   ,REVIVIM                  ,62,באר שבע             ,62,באר שבע                  ,48,רמת נגב
1114,טבלת ישובים    ,1225,רביד                     ,RAVID                    ,22,כנרת                ,22,טבריה                    ,6,עמק הירדן
1115,טבלת ישובים    ,390,רגבה                     ,REGBA                    ,24,עכו                 ,24,עכו                      ,4,מטה אשר
1116,טבלת ישובים    ,444,רגבים                    ,REGAVIM                  ,32,חדרה                ,32,חדרה                     ,14,מנשה
1117,טבלת ישובים    ,1161,רהט                      ,RAHAT                    ,62,באר שבע             ,62,באר שבע                  ,0,
1118,טבלת ישובים    ,2051,רווחה                    ,REWAHA                   ,61,אשקלון              ,61,אשקלון                   ,34,שפיר
1119,טבלת ישובים    ,2016,רוויה                    ,REWAYA                   ,23,עפולה               ,23,עפולה                    ,7,עמק המעיינות
1120,טבלת ישובים    ,1341,רוח מדבר                 ,RUAH MIDBAR              ,62,באר שבע             ,62,באר שבע                  ,48,רמת נגב
1121,טבלת ישובים    ,362,רוחמה                    ,RUHAMA                   ,61,אשקלון              ,61,אשקלון                   ,37,שער הנגב
1122,טבלת ישובים    ,539,רומאנה                   ,RUMMANE                  ,25,נצרת                ,25,נצרת עילית               ,65,אל-בטוף
1123,טבלת ישובים    ,997,רומת הייב                ,RUMAT HEIB               ,25,נצרת                ,25,נצרת עילית               ,65,אל-בטוף
1124,טבלת ישובים    ,3619,רועי                     ,RO'I                     ,75,ירדן )יריחו(        ,23,עפולה                    ,75,ערבות הירדן
1125,טבלת ישובים    ,3782,רותם                     ,ROTEM                    ,75,ירדן )יריחו(        ,11,ירושלים                  ,75,ערבות הירדן
1126,טבלת ישובים    ,854,רחוב                     ,REHOV                    ,23,עפולה               ,23,עפולה                    ,7,עמק המעיינות
1127,טבלת ישובים    ,8400,רחובות                   ,REHOVOT                  ,44,רחובות              ,44,רחובות                   ,0,
1128,טבלת ישובים    ,3822,רחלים                    ,REHELIM                  ,72,שכם                 ,48,אריאל                    ,72,שומרון
1129,טבלת ישובים    ,540,ריחאניה                  ,REIHANIYYE               ,21,צפת                 ,21,צפת                      ,2,מרום הגליל
1130,טבלת ישובים    ,3568,ריחן                     ,REHAN                    ,71,ג'נין               ,32,חדרה                     ,72,שומרון
1131,טבלת ישובים    ,542,ריינה                    ,REINE                    ,25,נצרת                ,25,נצרת עילית               ,0,
1132,טבלת ישובים    ,3565,רימונים                  ,RIMMONIM                 ,74,ראמאללה             ,11,ירושלים                  ,73,מטה בנימין
1133,טבלת ישובים    ,616,רינתיה                   ,RINNATYA                 ,42,פתח תקווה           ,42,פתח תקוה                 ,25,חבל מודיעין
1134,טבלת ישובים    ,922,רכסים                    ,REKHASIM                 ,31,חיפה                ,31,חיפה                     ,0,
1135,טבלת ישובים    ,1069,רם-און                   ,RAM-ON                   ,23,עפולה               ,23,עפולה                    ,8,הגלבוע
1136,טבלת ישובים    ,4702,רמות                     ,RAMOT                    ,29,גולן                ,22,טבריה                    ,71,גולן
1137,טבלת ישובים    ,206,רמות השבים               ,RAMOT HASHAVIM           ,42,פתח תקווה           ,47,כפר סבא                  ,20,דרום השרון
1138,טבלת ישובים    ,735,רמות מאיר                ,RAMOT ME'IR              ,43,רמלה                ,43,רמלה                     ,30,גזר
1139,טבלת ישובים    ,445,רמות מנשה                ,RAMOT MENASHE            ,23,עפולה               ,23,עפולה                    ,13,מגידו
1140,טבלת ישובים    ,372,רמות נפתלי               ,RAMOT NAFTALI            ,21,צפת                 ,21,צפת                      ,55,מבואות החרמון
1141,טבלת ישובים    ,8500,רמלה                     ,RAMLA                    ,43,רמלה                ,43,רמלה                     ,0,
1142,טבלת ישובים    ,8600,רמת גן                   ,RAMAT GAN                ,52,רמת גן              ,52,רמת גן                   ,0,
1143,טבלת ישובים    ,135,רמת דוד                  ,RAMAT DAWID              ,23,עפולה               ,23,עפולה                    ,9,עמק יזרעאל
1144,טבלת ישובים    ,184,רמת הכובש                ,RAMAT HAKOVESH           ,42,פתח תקווה           ,47,כפר סבא                  ,20,דרום השרון
1145,טבלת ישובים    ,335,רמת השופט                ,RAMAT HASHOFET           ,23,עפולה               ,23,עפולה                    ,13,מגידו
1146,טבלת ישובים    ,2650,רמת השרון                ,RAMAT HASHARON           ,51,תל אביב             ,57,הרצליה                   ,0,
1147,טבלת ישובים    ,178,רמת יוחנן                ,RAMAT YOHANAN            ,31,חיפה                ,31,חיפה                     ,12,זבולון
1148,טבלת ישובים    ,122,רמת ישי                  ,RAMAT YISHAY             ,23,עפולה               ,23,עפולה                    ,0,
1149,טבלת ישובים    ,4701,רמת מגשימים              ,RAMAT MAGSHIMIM          ,29,גולן                ,22,טבריה                    ,71,גולן
1150,טבלת ישובים    ,339,רמת צבי                  ,RAMAT ZEVI               ,23,עפולה               ,23,עפולה                    ,8,הגלבוע
1151,טבלת ישובים    ,460,רמת רזיאל                ,RAMAT RAZI'EL            ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
1152,טבלת ישובים    ,127,רמת רחל                  ,RAMAT RAHEL              ,11,ירושלים             ,11,ירושלים                  ,26,מטה יהודה
1153,טבלת ישובים    ,789,רנן                      ,RANNEN                   ,62,באר שבע             ,62,באר שבע                  ,42,מרחבים
1154,טבלת ישובים    ,713,רעים                     ,RE'IM                    ,62,באר שבע             ,62,באר שבע                  ,38,אשכול
