_id,MisparMitham,Yeshuv,SemelYeshuv,ShemMitcham,YachadKayam,YachadTosafti,YachadMutza,TaarichHachraza,MisparTochnit,KishurLatar,SachHeterim,KishurLaMapa,Maslul,ShnatMatanTokef,Bebitzua,Status,source_name,source_url,source_type,source_role,original_resource_id,source_last_modified,source_refresh_status,source_refresh_error,pipeline_last_run
96,4249,ירושלים                                                                                                                                                                                                                                                        ,3000,"שטרן 29,31,33                                                                                                                                                                                                                                                  ",68,218,216.0,27/12/2021,101-0334334                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/1000367057/310                                                                                                                                                                                                                ,216,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4249                                                                                                                                                             ,מיסוי                                                                                                                                                                                                                                                          ,2017                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
97,4250,בת ים                                                                                                                                                                                                                                                          ,6200,הרב מימון - אנה פרנק                                                                                                                                                                                                                                           ,32,96,128.0,16/07/2019,502-0310714                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/5000355463/310                                                                                                                                                                                                                ,128,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4250                                                                                                                                                             ,מיסוי                                                                                                                                                                                                                                                          ,2019                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
98,4252,חדרה                                                                                                                                                                                                                                                           ,6500,הגדוד העברי                                                                                                                                                                                                                                                    ,36,238,274.0,27/12/2021,302-0707414                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/3000976677/310                                                                                                                                                                                                                ,274,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4252                                                                                                                                                             ,מיסוי                                                                                                                                                                                                                                                          ,2020                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
99,4253,הרצליה                                                                                                                                                                                                                                                         ,6400,הר מירון/נווה ישראל                                                                                                                                                                                                                                            ,124,276,400.0,22/01/2020,504-0373290                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/5000387377/310                                                                                                                                                                                                                ,400,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4253                                                                                                                                                             ,מיסוי                                                                                                                                                                                                                                                          ,2018                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
100,4257,אשדוד                                                                                                                                                                                                                                                          ,70,יצחק הנשיא                                                                                                                                                                                                                                                     ,186,727,913.0,,603-1097815                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/6005230368/310                                                                                                                                                                                                                ,,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4257                                                                                                                                                             ,,2026                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,   תכנית מאושרת לפני מימוש                                                                                                                                                                                                                                     ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
101,4258,ירושלים                                                                                                                                                                                                                                                        ,3000,פרבשטיין (חדש)                                                                                                                                                                                                                                                 ,32,98,130.0,09/06/2020,101-0395152                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/1000398673/310                                                                                                                                                                                                                ,130,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4258                                                                                                                                                             ,מיסוי                                                                                                                                                                                                                                                          ,2020                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
102,4259,בת ים                                                                                                                                                                                                                                                          ,6200,מבצע סיני 25-27                                                                                                                                                                                                                                                ,34,102,134.0,09/02/2022,502-0341255                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/5000370659/310                                                                                                                                                                                                                ,134,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4259                                                                                                                                                             ,מיסוי                                                                                                                                                                                                                                                          ,2019                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
103,4260,הרצליה                                                                                                                                                                                                                                                         ,6400,"ביל""ו                                                                                                                                                                                                                                                          ",146,328,474.0,17/01/2021,504-0413336                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/5000407579/310                                                                                                                                                                                                                ,,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4260                                                                                                                                                             ,מיסוי                                                                                                                                                                                                                                                          ,2022                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,   תכנית מאושרת לפני מימוש                                                                                                                                                                                                                                     ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
104,4262,ירושלים                                                                                                                                                                                                                                                        ,3000,ברל לוקר 13                                                                                                                                                                                                                                                    ,24,112,143.0,02/04/2023,101-0397752                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/1000399927/310                                                                                                                                                                                                                ,143,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4262                                                                                                                                                             ,מיסוי                                                                                                                                                                                                                                                          ,2020                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
105,4264,ירושלים                                                                                                                                                                                                                                                        ,3000,קלנר                                                                                                                                                                                                                                                           ,117,300,417.0,06/01/2020,101-0468355                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/1000474471/310                                                                                                                                                                                                                ,417,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4264                                                                                                                                                             ,מיסוי                                                                                                                                                                                                                                                          ,2020                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
106,4265,ירושלים                                                                                                                                                                                                                                                        ,3000,עמק היובל                                                                                                                                                                                                                                                      ,60,170,245.0,09/12/2020,101-0373522                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/1000387429/310                                                                                                                                                                                                                ,245,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4265                                                                                                                                                             ,מיסוי                                                                                                                                                                                                                                                          ,2021                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
107,4266,ירושלים                                                                                                                                                                                                                                                        ,3000,אור גנים                                                                                                                                                                                                                                                       ,28,108,146.0,09/02/2022,101-0345298                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/1000372755/310                                                                                                                                                                                                                ,146,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4266                                                                                                                                                             ,מיסוי                                                                                                                                                                                                                                                          ,2019                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
108,4267,ירושלים                                                                                                                                                                                                                                                        ,3000,"שטרן 37,39,41                                                                                                                                                                                                                                                  ",68,138,240.0,30/12/2022,101-0409656                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/1000405813/310                                                                                                                                                                                                                ,240,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~5011493                                                                                                                                                          ,מיסוי                                                                                                                                                                                                                                                          ,2019                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
109,4268,גבעתים                                                                                                                                                                                                                                                         ,6300,ילדי טהרן                                                                                                                                                                                                                                                      ,48,55,103.0,,503-0277228                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/5000340191/310                                                                                                                                                                                                                ,,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4268                                                                                                                                                             ,,2017                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,   תכנית מאושרת לפני מימוש                                                                                                                                                                                                                                     ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
110,4269,יבנה                                                                                                                                                                                                                                                           ,2660,הכרמל                                                                                                                                                                                                                                                          ,54,230,286.0,10/04/2018,404-0117507                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/4000252361/310                                                                                                                                                                                                                ,234,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4269                                                                                                                                                             ,מיסוי                                                                                                                                                                                                                                                          ,2016                                                                                                                                                                                                                                                           ,כן                                                                                                                                                                                                                                                             ,תכנית מאושרת במימוש                                                                                                                                                                                                                                            ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
111,4274,הרצליה                                                                                                                                                                                                                                                         ,6400,שיכון דרום                                                                                                                                                                                                                                                     ,216,445,661.0,23/12/2025,504-0315895                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/5000357895/310                                                                                                                                                                                                                ,,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4274                                                                                                                                                             ,מיסוי                                                                                                                                                                                                                                                          ,2022                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,   תכנית מאושרת לפני מימוש                                                                                                                                                                                                                                     ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
112,4278,תל אביב יפו                                                                                                                                                                                                                                                    ,5000,הרכבת                                                                                                                                                                                                                                                          ,30,137,137.0,01/06/2021,507-0376731                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/5000388947/310                                                                                                                                                                                                                ,137,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4278                                                                                                                                                             ,מיסוי                                                                                                                                                                                                                                                          ,2019                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il — מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,urban_renewal_records,f65a0daf-f737-49c5-9424-d378d52104f5,2026-06-27T22:00:11.565428,succeeded,,2026-06-29T08:24:37+00:00
